species	reference	group	specimen	region	cell_type	measure	value	units
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Cerebellum		absolute_volume	61.802431125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Corpus_callosum		absolute_volume	6.763181125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Midbrain		absolute_volume	31.09346775	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Lateral_ventricle		absolute_volume	3.80386025	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Striatum		absolute_volume	43.543558125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Cortex		absolute_volume	138.42206274999998	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Hypothalamus		absolute_volume	9.04790025	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Third_ventricle		absolute_volume	0.6900505	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Hippocampus		absolute_volume	31.615297374999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Thalamus		absolute_volume	11.75145675	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Fimbria		absolute_volume	1.37323475	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	9	Total		absolute_volume	365.704432375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Olfactory_bulbs		absolute_volume	25.17654225	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Cerebellum		absolute_volume	58.220005	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Corpus_callosum		absolute_volume	7.388002875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Midbrain		absolute_volume	28.91860775	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Lateral_ventricle		absolute_volume	2.557649875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Striatum		absolute_volume	43.867984875000005	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Cortex		absolute_volume	145.981718	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Hypothalamus		absolute_volume	11.2433595	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Third_ventricle		absolute_volume	0.97671325	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Hippocampus		absolute_volume	34.923076625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Thalamus		absolute_volume	16.384407	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Fimbria		absolute_volume	1.949993375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	12	Total		absolute_volume	377.588060375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Olfactory_bulbs		absolute_volume	26.6235885	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Cerebellum		absolute_volume	58.923788125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Corpus_callosum		absolute_volume	6.409573375000001	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Midbrain		absolute_volume	28.690306625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Lateral_ventricle		absolute_volume	2.974769875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Striatum		absolute_volume	39.86843875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Cortex		absolute_volume	153.352558125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Hypothalamus		absolute_volume	11.967741	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Third_ventricle		absolute_volume	0.70206625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Hippocampus		absolute_volume	34.682762124999996	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Thalamus		absolute_volume	14.85325	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Fimbria		absolute_volume	1.888197875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LCP	18	Total		absolute_volume	380.937040625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Olfactory_bulbs		absolute_volume	24.359468375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Cerebellum		absolute_volume	64.90250975000001	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Corpus_callosum		absolute_volume	8.862514000000001	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Midbrain		absolute_volume	37.535656	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Lateral_ventricle		absolute_volume	3.1120933749999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Striatum		absolute_volume	45.44205475	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Cortex		absolute_volume	151.45749575000002	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Hypothalamus		absolute_volume	10.8331055	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Third_ventricle		absolute_volume	0.95783125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Hippocampus		absolute_volume	35.997633	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Thalamus		absolute_volume	12.070733625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Fimbria		absolute_volume	1.634149375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	4	Total		absolute_volume	397.16524475000006	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Olfactory_bulbs		absolute_volume	27.164299875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Cerebellum		absolute_volume	69.789508875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Corpus_callosum		absolute_volume	8.800718374999999	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Midbrain		absolute_volume	31.045405375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Lateral_ventricle		absolute_volume	1.5328732500000002	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Striatum		absolute_volume	38.417959125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Cortex		absolute_volume	143.211222	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Hypothalamus		absolute_volume	11.001327	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Third_ventricle		absolute_volume	0.77931075	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Hippocampus		absolute_volume	34.933376375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Thalamus		absolute_volume	16.406723	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Fimbria		absolute_volume	3.812443	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	5	Total		absolute_volume	386.895167	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Olfactory_bulbs		absolute_volume	27.373719125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Cerebellum		absolute_volume	68.64285275	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Corpus_callosum		absolute_volume	6.98289875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Midbrain		absolute_volume	38.261755	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Lateral_ventricle		absolute_volume	3.663103875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Striatum		absolute_volume	47.711326625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Cortex		absolute_volume	144.00083175	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Hypothalamus		absolute_volume	9.423823375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Third_ventricle		absolute_volume	0.966414	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Hippocampus		absolute_volume	34.444160499999995	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Thalamus		absolute_volume	14.484193375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Fimbria		absolute_volume	1.1174697500000002	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	6	Total		absolute_volume	397.072548875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Olfactory_bulbs		absolute_volume	25.737853	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Cerebellum		absolute_volume	64.17812537500001	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Corpus_callosum		absolute_volume	8.783552625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Midbrain		absolute_volume	31.99465275	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Lateral_ventricle		absolute_volume	3.752364	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Striatum		absolute_volume	47.230693875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Cortex		absolute_volume	147.71028025000004	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Hypothalamus		absolute_volume	12.254403625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Third_ventricle		absolute_volume	1.09858775	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Hippocampus		absolute_volume	35.1754075	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Thalamus		absolute_volume	17.440081624999998	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Fimbria		absolute_volume	1.634149375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	7	Total		absolute_volume	396.99015175000005	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Olfactory_bulbs		absolute_volume	25.49067025	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Cerebellum		absolute_volume	60.056705375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Corpus_callosum		absolute_volume	6.62070825	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Midbrain		absolute_volume	27.857783249999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Lateral_ventricle		absolute_volume	4.078507125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Striatum		absolute_volume	40.18085087499999	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Cortex		absolute_volume	139.772984375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Hypothalamus		absolute_volume	11.634731249999998	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Third_ventricle		absolute_volume	0.4171201249999999	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Hippocampus		absolute_volume	37.2867565	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Thalamus		absolute_volume	16.1629735	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Fimbria		absolute_volume	1.3320377499999998	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	8	Total		absolute_volume	370.891828625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Olfactory_bulbs		absolute_volume	28.3950615	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Cerebellum		absolute_volume	69.54575725000001	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Corpus_callosum		absolute_volume	7.118505750000001	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Midbrain		absolute_volume	31.53290275	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Lateral_ventricle		absolute_volume	2.741319875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Striatum		absolute_volume	38.987850249999994	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Cortex		absolute_volume	155.359201875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Hypothalamus		absolute_volume	11.372100375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Third_ventricle		absolute_volume	1.304573	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Hippocampus		absolute_volume	36.21735	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Thalamus		absolute_volume	15.316717125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Fimbria		absolute_volume	2.245238875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	10	Total		absolute_volume	400.136578625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Olfactory_bulbs		absolute_volume	24.175798375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Cerebellum		absolute_volume	61.172458625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Corpus_callosum		absolute_volume	6.4902507499999995	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Midbrain		absolute_volume	27.332521375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Lateral_ventricle		absolute_volume	3.0417149999999995	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Striatum		absolute_volume	38.26003649999999	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Cortex		absolute_volume	141.73156075	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Hypothalamus		absolute_volume	11.469943125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Third_ventricle		absolute_volume	0.8891695	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Hippocampus		absolute_volume	38.7132035	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Thalamus		absolute_volume	15.2480555	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Fimbria		absolute_volume	1.6804959999999998	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	13	Total		absolute_volume	370.205209	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Olfactory_bulbs		absolute_volume	28.927190875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Cerebellum		absolute_volume	72.69389725	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Corpus_callosum		absolute_volume	9.09939725	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Midbrain		absolute_volume	30.561339375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Lateral_ventricle		absolute_volume	2.985069	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Striatum		absolute_volume	44.060236	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Cortex		absolute_volume	158.94162225	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Hypothalamus		absolute_volume	12.530766875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Third_ventricle		absolute_volume	1.160383375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Hippocampus		absolute_volume	37.964790375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Thalamus		absolute_volume	17.076173750000002	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Fimbria		absolute_volume	2.6211617499999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	17	Total		absolute_volume	418.622028125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Olfactory_bulbs		absolute_volume	30.420582875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Cerebellum		absolute_volume	69.46508025	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Corpus_callosum		absolute_volume	8.35784975	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Midbrain		absolute_volume	30.446331125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Lateral_ventricle		absolute_volume	2.9610375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Striatum		absolute_volume	45.31846425	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Cortex		absolute_volume	166.176855625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Hypothalamus		absolute_volume	11.617566125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Third_ventricle		absolute_volume	1.201580375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Hippocampus		absolute_volume	39.24705125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Thalamus		absolute_volume	19.25961775	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Fimbria		absolute_volume	2.4632397499999996	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	20	Total		absolute_volume	426.9352566250001	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Olfactory_bulbs		absolute_volume	27.947043375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Cerebellum		absolute_volume	76.87883375	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Corpus_callosum		absolute_volume	7.820571875	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Midbrain		absolute_volume	34.82866675	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Lateral_ventricle		absolute_volume	5.139331125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Striatum		absolute_volume	50.20374675	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Cortex		absolute_volume	164.98557625	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Hypothalamus		absolute_volume	11.3017225	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Third_ventricle		absolute_volume	1.210163125	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Hippocampus		absolute_volume	37.822319	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Thalamus		absolute_volume	13.01139925	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Fimbria		absolute_volume	1.4230145	mm3
Mus musculus	BarbeitoAndres_etal_2019	C	22	Total		absolute_volume	432.57238825	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Olfactory_bulbs		absolute_volume	20.50239475	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Cerebellum		absolute_volume	49.0845585	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Corpus_callosum		absolute_volume	5.668026375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Midbrain		absolute_volume	23.5612755	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Lateral_ventricle		absolute_volume	2.894092375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Striatum		absolute_volume	37.89956275	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Cortex		absolute_volume	141.90664900000002	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Hypothalamus		absolute_volume	12.53935	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Third_ventricle		absolute_volume	0.6746015	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Hippocampus		absolute_volume	32.748216625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Thalamus		absolute_volume	13.437102375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Fimbria		absolute_volume	0.427419375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	11	Total		absolute_volume	341.343249125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Olfactory_bulbs		absolute_volume	23.9646635	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Cerebellum		absolute_volume	54.41271025	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Corpus_callosum		absolute_volume	5.966705	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Midbrain		absolute_volume	24.222145125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Lateral_ventricle		absolute_volume	2.356814125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Striatum		absolute_volume	35.9186725	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Cortex		absolute_volume	135.661861875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Hypothalamus		absolute_volume	11.20216225	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Third_ventricle		absolute_volume	0.930366625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Hippocampus		absolute_volume	27.912713	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Thalamus		absolute_volume	13.09207675	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Fimbria		absolute_volume	1.556904875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	14	Total		absolute_volume	337.19779587499994	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Olfactory_bulbs		absolute_volume	22.208639125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Cerebellum		absolute_volume	55.660638875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Corpus_callosum		absolute_volume	7.406884875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Midbrain		absolute_volume	28.309234625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Lateral_ventricle		absolute_volume	2.50443675	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Striatum		absolute_volume	41.394445375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Cortex		absolute_volume	141.56162325	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Hypothalamus		absolute_volume	9.9096055	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Third_ventricle		absolute_volume	0.923500375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Hippocampus		absolute_volume	27.8389015	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Thalamus		absolute_volume	15.378512875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Fimbria		absolute_volume	1.565487625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	15	Total		absolute_volume	354.66191075000006	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Olfactory_bulbs		absolute_volume	27.713594375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Cerebellum		absolute_volume	55.8322925	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Corpus_callosum		absolute_volume	6.661905375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Midbrain		absolute_volume	28.724637999999995	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Lateral_ventricle		absolute_volume	3.695718	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Striatum		absolute_volume	47.29763787499999	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Cortex		absolute_volume	142.73230274999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Hypothalamus		absolute_volume	10.527561249999998	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Third_ventricle		absolute_volume	0.96126425	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Hippocampus		absolute_volume	32.248701125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Thalamus		absolute_volume	16.863323249999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Fimbria		absolute_volume	2.648626625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	16	Total		absolute_volume	375.907565375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Olfactory_bulbs		absolute_volume	21.36066725	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Cerebellum		absolute_volume	53.875433	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Corpus_callosum		absolute_volume	6.102312125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Midbrain		absolute_volume	22.769948874999997	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Lateral_ventricle		absolute_volume	3.80557675	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Striatum		absolute_volume	40.0933055	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Cortex		absolute_volume	141.29555525	mm3
