"data_file","data_filename"
"__merging_cortical_areas/standardized_term_by_reference/Smaers_etal_2017_TableS1part2_standardized_terms.csv","Smaers_etal_2017_TableS1part2_standardized_terms.csv"
"__merging_cortical_areas/standardized_term_by_reference/Turner_etal_2016_Table1_standardized_terms.csv","Turner_etal_2016_Table1_standardized_terms.csv"
"__merging_cortical_areas/standardized_term_by_reference/Young_etal_2013_Table1_standardized_terms.csv","Young_etal_2013_Table1_standardized_terms.csv"
"__merging_cortical_layers/__ReadMe_rows_to_add_cortical_layers.csv","__ReadMe_rows_to_add_cortical_layers.csv"
"__merging_cortical_layers/cortical_layers_definitions.csv","cortical_layers_definitions.csv"
"__merging_endocranial_volume/endocranial_volume_dedupe_report.csv","endocranial_volume_dedupe_report.csv"
"__merging_endocranial_volume/endocranial_volume_team_comparison.csv","endocranial_volume_team_comparison.csv"
"__merging_endocranial_volume/endocranial_volume_unfiltered.csv","endocranial_volume_unfiltered.csv"
"__merging_endocranial_volume/endocranial_volume_wide.csv","endocranial_volume_wide.csv"
"__merging_GLI/GLI_long.csv","GLI_long.csv"
"__merging_GLI/GLI_species_area_stratum_comparison_qa_long.csv","GLI_species_area_stratum_comparison_qa_long.csv"
"__merging_GLI/GLI_species_area_stratum_comparison_qa_wide.csv","GLI_species_area_stratum_comparison_qa_wide.csv"
"__merging_gyrification/standardized_term_by_reference/Lewitus_etal_2014_TableS1_standardized_terms.csv","Lewitus_etal_2014_TableS1_standardized_terms.csv"
"__merging_gyrification/standardized_term_by_reference/Lewitus_etal_2014_TableS8_standardized_terms.csv","Lewitus_etal_2014_TableS8_standardized_terms.csv"
"__merging_gyrification/standardized_term_by_reference/Zilles_etal_2013_Table1_standardized_terms.csv","Zilles_etal_2013_Table1_standardized_terms.csv"
"__merging_sensory/comparison_vs_SensoryData_compiled.csv","comparison_vs_SensoryData_compiled.csv"
"__merging_sensory/standardized_term_by_reference/Heffner_etal_2020_Figure3_standardized_terms.csv","Heffner_etal_2020_Figure3_standardized_terms.csv"
"__merging_sensory/standardized_term_by_reference/Heffner_Heffner_1992_a_Table1_standardized_terms.csv","Heffner_Heffner_1992_a_Table1_standardized_terms.csv"
"__merging_sensory/standardized_term_by_reference/Koay_etal_1998_Figure6_standardized_terms.csv","Koay_etal_1998_Figure6_standardized_terms.csv"
"__merging_sensory/standardized_term_by_reference/Veilleux_Kirk_2014_SupplementalTable1_standardized_terms.csv","Veilleux_Kirk_2014_SupplementalTable1_standardized_terms.csv"
"__merging_sleep/standardized_term_by_reference/Capellini_etal_2008_Table_standardized_terms.csv","Capellini_etal_2008_Table_standardized_terms.csv"
"__merging_sleep/standardized_term_by_reference/Eagleman_Vaughn_2021_TABLE1_standardized_terms.csv","Eagleman_Vaughn_2021_TABLE1_standardized_terms.csv"
"__merging_sleep/standardized_term_by_reference/HerculanoHouzel__2015_Table1_standardized_terms.csv","HerculanoHouzel__2015_Table1_standardized_terms.csv"
"__merging_sleep/standardized_term_by_reference/Lyamin_etal_2008_Table2_standardized_terms.csv","Lyamin_etal_2008_Table2_standardized_terms.csv"
"__merging_sleep/standardized_term_by_reference/Ruf_Geiser_2015_Table1_standardized_terms.csv","Ruf_Geiser_2015_Table1_standardized_terms.csv"
"__merging_volumes/_prerun_backup_2026-07-05/DeCasien_vs_merge_comparison.csv","DeCasien_vs_merge_comparison.csv"
"__merging_volumes/_prerun_backup_2026-07-05/DeCasien_vs_merge_comparison.HANDEDIT.csv","DeCasien_vs_merge_comparison.HANDEDIT.csv"
"__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_long_DeCasien.csv","volumes_long_DeCasien.csv"
"__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_unfiltered_select.csv","volumes_unfiltered_select.csv"
"__merging_volumes/_prerun_backup_smaers2011_2026-08-12/volumes_source_species_ids_select.csv","volumes_source_species_ids_select.csv"
"__merging_volumes/_prerun_backup_smaers2011_2026-08-12/volumes_species_sources_select.csv","volumes_species_sources_select.csv"
"__merging_volumes/_prerun_backup_smaers2011_2026-08-12/volumes_unfiltered_select.csv","volumes_unfiltered_select.csv"
"__merging_volumes/compare_to_reference_substantive_select.csv","compare_to_reference_substantive_select.csv"
"__merging_volumes/standardized_term_by_reference/Ashwell__2020_SupplementaryTable_standardized_terms.csv","Ashwell__2020_SupplementaryTable_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Barger_etal_2007_TABLE1_standardized_terms.csv","Barger_etal_2007_TABLE1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Barger_etal_2014_Table1_standardized_terms.csv","Barger_etal_2014_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Barks_etal_2014_Fig4A_standardized_terms.csv","Barks_etal_2014_Fig4A_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Barks_etal_2014_TABLE1_standardized_terms.csv","Barks_etal_2014_TABLE1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Barks_etal_2014_unpublishedviaDeCasien_standardized_terms.csv","Barks_etal_2014_unpublishedviaDeCasien_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Baron_etal_1983_Table1_standardized_terms.csv","Baron_etal_1983_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Baron_etal_1987_Table1_standardized_terms.csv","Baron_etal_1987_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Baron_etal_1988_Table1_standardized_terms.csv","Baron_etal_1988_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Baron_etal_1990_Table1_standardized_terms.csv","Baron_etal_1990_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Bauernfeind_etal_2013_Table1_standardized_terms.csv","Bauernfeind_etal_2013_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Bauernfeind_etal_2013_Table2_standardized_terms.csv","Bauernfeind_etal_2013_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Bush_Allman_2003_Table1_standardized_terms.csv","Bush_Allman_2003_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Bush_Allman_2004_a_Table2_standardized_terms.csv","Bush_Allman_2004_a_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Bush_Allman_2004_b_TABLE1_standardized_terms.csv","Bush_Allman_2004_b_TABLE1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/deSousa_etal_2010_SupTable2_standardized_terms.csv","deSousa_etal_2010_SupTable2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/deSousa_etal_2010_Table1_standardized_terms.csv","deSousa_etal_2010_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/deSousa_etal_2013_Table1_standardized_terms.csv","deSousa_etal_2013_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Frahm_etal_1982_Table2_standardized_terms.csv","Frahm_etal_1982_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Frahm_etal_1984_Table1_standardized_terms.csv","Frahm_etal_1984_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Frahm_etal_1997_Table1_standardized_terms.csv","Frahm_etal_1997_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Frahm_etal_1998_Table1_standardized_terms.csv","Frahm_etal_1998_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Frahm_Zilles_1994_Table1_standardized_terms.csv","Frahm_Zilles_1994_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Kverkova_etal_2018_TableS1_standardized_terms.csv","Kverkova_etal_2018_TableS1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/MacLeod_etal_2003__standardized_terms.csv","MacLeod_etal_2003__standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/MacLeod_etal_2003_Table1_standardized_terms.csv","MacLeod_etal_2003_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/MacLeod_etal_2003_Table2_standardized_terms.csv","MacLeod_etal_2003_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano__1986_TableI_standardized_terms.csv","Matano__1986_TableI_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano__1992_Table1_standardized_terms.csv","Matano__1992_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano__1992_Table2_standardized_terms.csv","Matano__1992_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano__1992_Table3_standardized_terms.csv","Matano__1992_Table3_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano__1992_Table4_standardized_terms.csv","Matano__1992_Table4_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano_etal_1985_a_Table1_standardized_terms.csv","Matano_etal_1985_a_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Matano_etal_1985_b_Table1_standardized_terms.csv","Matano_etal_1985_b_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Reep_etal_2007_Table1_standardized_terms.csv","Reep_etal_2007_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Rilling_Insel_1998_Table1_standardized_terms.csv","Rilling_Insel_1998_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Rilling_Insel_1999_Table1_standardized_terms.csv","Rilling_Insel_1999_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Semendeferi_etal_1998_Table2_standardized_terms.csv","Semendeferi_etal_1998_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Semendeferi_etal_2001_Table2_standardized_terms.csv","Semendeferi_etal_2001_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Sherwood_etal_2004_TABLEI_standardized_terms.csv","Sherwood_etal_2004_TABLEI_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Sherwood_etal_2004_unpublishedviaDeCasien_standardized_terms.csv","Sherwood_etal_2004_unpublishedviaDeCasien_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Sherwood_etal_2005_Table1_standardized_terms.csv","Sherwood_etal_2005_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Smaers_etal_2011_SupplementaryTable1_standardized_terms.csv","Smaers_etal_2011_SupplementaryTable1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Smaers_etal_2011_SupplementaryTable2_standardized_terms.csv","Smaers_etal_2011_SupplementaryTable2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Smaers_etal_2017_TableS1part1_standardized_terms.csv","Smaers_etal_2017_TableS1part1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1970_Table1_standardized_terms.csv","Stephan_etal_1970_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1970_Table2_standardized_terms.csv","Stephan_etal_1970_Table2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1970_Table3_standardized_terms.csv","Stephan_etal_1970_Table3_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1970_Table4_standardized_terms.csv","Stephan_etal_1970_Table4_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1970_Table5_standardized_terms.csv","Stephan_etal_1970_Table5_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1970_Table6_standardized_terms.csv","Stephan_etal_1970_Table6_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableI_standardized_terms.csv","Stephan_etal_1981_TableI_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableII_standardized_terms.csv","Stephan_etal_1981_TableII_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableIII_standardized_terms.csv","Stephan_etal_1981_TableIII_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableIV_standardized_terms.csv","Stephan_etal_1981_TableIV_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableIX_standardized_terms.csv","Stephan_etal_1981_TableIX_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableV_standardized_terms.csv","Stephan_etal_1981_TableV_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableVI_standardized_terms.csv","Stephan_etal_1981_TableVI_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableVII_standardized_terms.csv","Stephan_etal_1981_TableVII_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableVIII_standardized_terms.csv","Stephan_etal_1981_TableVIII_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableX_standardized_terms.csv","Stephan_etal_1981_TableX_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableXI_standardized_terms.csv","Stephan_etal_1981_TableXI_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableXII_standardized_terms.csv","Stephan_etal_1981_TableXII_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableXIII_standardized_terms.csv","Stephan_etal_1981_TableXIII_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableXIV_standardized_terms.csv","Stephan_etal_1981_TableXIV_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableXV_standardized_terms.csv","Stephan_etal_1981_TableXV_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1981_TableXVI_standardized_terms.csv","Stephan_etal_1981_TableXVI_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1982_Table1_standardized_terms.csv","Stephan_etal_1982_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1984_Table1_standardized_terms.csv","Stephan_etal_1984_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1987_Table1_standardized_terms.csv","Stephan_etal_1987_Table1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stephan_etal_1988_TABLE1_standardized_terms.csv","Stephan_etal_1988_TABLE1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stimpson_etal_2015_TableS1_standardized_terms.csv","Stimpson_etal_2015_TableS1_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Stimpson_etal_2015_TableS2_standardized_terms.csv","Stimpson_etal_2015_TableS2_standardized_terms.csv"
"__merging_volumes/standardized_term_by_reference/Zilles_Rehkämper_1988_Table12-2_standardized_terms.csv","Zilles_Rehkämper_1988_Table12-2_standardized_terms.csv"
"__merging_volumes/volumes_source_species_ids_select.csv","volumes_source_species_ids_select.csv"
"__merging_volumes/volumes_species_sources_select.csv","volumes_species_sources_select.csv"
"__merging_volumes/volumes_unfiltered_select.csv","volumes_unfiltered_select.csv"
"__merging_weights/weights_long.csv","weights_long.csv"
"__merging_weights/weights_qa_dedupe.csv","weights_qa_dedupe.csv"
"__merging_weights/weights_wide.csv","weights_wide.csv"
"__Public/comparative-data/10.0001%2Fplaceholder_TABLEI.tsv","10.0001%2Fplaceholder_TABLEI.tsv"
"__Public/comparative-data/10.1002%2F(SICI)1096-8644(199806)106%3A2%3C129%3A%3AAID-AJPA3%3E3.0.CO;2-L_TABLE2.tsv","10.1002%2F(SICI)1096-8644(199806)106%3A2%3C129%3A%3AAID-AJPA3%3E3.0.CO;2-L_TABLE2.tsv"
"__Public/comparative-data/10.1002%2F(SICI)1096-8644(199806)106%3A2%3C129%3A%3AAID-AJPA3%3E3.0.CO;2-L_TABLE4.tsv","10.1002%2F(SICI)1096-8644(199806)106%3A2%3C129%3A%3AAID-AJPA3%3E3.0.CO;2-L_TABLE4.tsv"
"__Public/comparative-data/10.1002%2F1096-8644(200102)114%3A2%3C163%3A%3AAID-AJPA1016%3E3.0.CO;2-F_TABLE2.tsv","10.1002%2F1096-8644(200102)114%3A2%3C163%3A%3AAID-AJPA1016%3E3.0.CO;2-F_TABLE2.tsv"
"__Public/comparative-data/10.1002%2F1096-8644(200103)114%3A3%3C224%3A%3AAID-AJPA1022%3E3.0.CO;2-I_TABLE2.tsv","10.1002%2F1096-8644(200103)114%3A3%3C224%3A%3AAID-AJPA1022%3E3.0.CO;2-I_TABLE2.tsv"
"__Public/comparative-data/10.1002%2F1096-8644(200103)114%3A3%3C224%3A%3AAID-AJPA1022%3E3.0.CO;2-I_TABLE3.tsv","10.1002%2F1096-8644(200103)114%3A3%3C224%3A%3AAID-AJPA1022%3E3.0.CO;2-I_TABLE3.tsv"
"__Public/comparative-data/10.1002%2Fajp.20048_TABLEI.tsv","10.1002%2Fajp.20048_TABLEI.tsv"
"__Public/comparative-data/10.1002%2Fajp.20048_unpublishedviaDeCasien.tsv","10.1002%2Fajp.20048_unpublishedviaDeCasien.tsv"
"__Public/comparative-data/10.1002%2Fajpa.20684_TABLE1.tsv","10.1002%2Fajpa.20684_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fajpa.22646_Fig4A.tsv","10.1002%2Fajpa.22646_Fig4A.tsv"
"__Public/comparative-data/10.1002%2Fajpa.22646_Fig5A.tsv","10.1002%2Fajpa.22646_Fig5A.tsv"
"__Public/comparative-data/10.1002%2Fajpa.22646_TABLE1.tsv","10.1002%2Fajpa.22646_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fajpa.22646_TABLE2.tsv","10.1002%2Fajpa.22646_TABLE2.tsv"
"__Public/comparative-data/10.1002%2Fajpa.22646_unpublishedviaDeCasien.tsv","10.1002%2Fajpa.22646_unpublishedviaDeCasien.tsv"
"__Public/comparative-data/10.1002%2Far.a.20114_TABLE1.tsv","10.1002%2Far.a.20114_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Far.a.20116_Table1.tsv","10.1002%2Far.a.20116_Table1.tsv"
"__Public/comparative-data/10.1002%2Fcne.23118_Table3.tsv","10.1002%2Fcne.23118_Table3.tsv"
"__Public/comparative-data/10.1002%2Fcne.23792_Table2.tsv","10.1002%2Fcne.23792_Table2.tsv"
"__Public/comparative-data/10.1002%2Fcne.24349_Table3.tsv","10.1002%2Fcne.24349_Table3.tsv"
"__Public/comparative-data/10.1002%2Fcne.24349_Table5.tsv","10.1002%2Fcne.24349_Table5.tsv"
"__Public/comparative-data/10.1002%2Fcne.24605_TABLE1.tsv","10.1002%2Fcne.24605_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fcne.24605_TABLE2.tsv","10.1002%2Fcne.24605_TABLE2.tsv"
"__Public/comparative-data/10.1002%2Fcne.24823_Table2.tsv","10.1002%2Fcne.24823_Table2.tsv"
"__Public/comparative-data/10.1002%2Fcne.24985_TABLE1.tsv","10.1002%2Fcne.24985_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fcne.24985_TABLE2.tsv","10.1002%2Fcne.24985_TABLE2.tsv"
"__Public/comparative-data/10.1002%2Fcne.25197_FIGURE4.tsv","10.1002%2Fcne.25197_FIGURE4.tsv"
"__Public/comparative-data/10.1002%2Fcne.25197_TABLE1.tsv","10.1002%2Fcne.25197_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fcne.25197_TABLE2.tsv","10.1002%2Fcne.25197_TABLE2.tsv"
"__Public/comparative-data/10.1002%2Fcne.25197_TABLE3.tsv","10.1002%2Fcne.25197_TABLE3.tsv"
"__Public/comparative-data/10.1002%2Fcne.70089_TABLE1.tsv","10.1002%2Fcne.70089_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fcne.901270108_Table2.tsv","10.1002%2Fcne.901270108_Table2.tsv"
"__Public/comparative-data/10.1002%2Fcne.903170302_Table1.tsv","10.1002%2Fcne.903170302_Table1.tsv"
"__Public/comparative-data/10.1002%2Fcne.903580203_TABLE1.tsv","10.1002%2Fcne.903580203_TABLE1.tsv"
"__Public/comparative-data/10.1002%2Fcne.903580203_TABLE2.tsv","10.1002%2Fcne.903580203_TABLE2.tsv"
"__Public/comparative-data/10.1002%2Fcne.903580203_TABLE3.tsv","10.1002%2Fcne.903580203_TABLE3.tsv"
"__Public/comparative-data/10.1002%2Fcne.903580203_TABLE4.tsv","10.1002%2Fcne.903580203_TABLE4.tsv"
"__Public/comparative-data/10.1002%2Fcne.903580203_TABLE5.tsv","10.1002%2Fcne.903580203_TABLE5.tsv"
"__Public/comparative-data/10.1006%2Fjhev.1996.0005_Table1.tsv","10.1006%2Fjhev.1996.0005_Table1.tsv"
"__Public/comparative-data/10.1006%2Fjhev.1999.0313_Table1.tsv","10.1006%2Fjhev.1999.0313_Table1.tsv"
"__Public/comparative-data/10.1006%2Fjhev.1999.0381_Table2.tsv","10.1006%2Fjhev.1999.0381_Table2.tsv"
"__Public/comparative-data/10.1006%2Fjtbi.2003.3125_Table1.tsv","10.1006%2Fjtbi.2003.3125_Table1.tsv"
"__Public/comparative-data/10.1007%2F978-1-4419-8873-7_20_Table1.tsv","10.1007%2F978-1-4419-8873-7_20_Table1.tsv"
"__Public/comparative-data/10.1007%2F978-1-4419-8873-7_20_Table2.tsv","10.1007%2F978-1-4419-8873-7_20_Table2.tsv"
"__Public/comparative-data/10.1007%2FBF00519885_Tables1-2.tsv","10.1007%2FBF00519885_Tables1-2.tsv"
"__Public/comparative-data/10.1007%2FBF00522811_Tables3-4.tsv","10.1007%2FBF00522811_Tables3-4.tsv"
"__Public/comparative-data/10.1007%2Fs00359-020-01424-8_Figure3.tsv","10.1007%2Fs00359-020-01424-8_Figure3.tsv"
"__Public/comparative-data/10.1007%2Fs004220000205_Figure3.tsv","10.1007%2Fs004220000205_Figure3.tsv"
"__Public/comparative-data/10.1007%2Fs10329-026-01271-2_data.tsv","10.1007%2Fs10329-026-01271-2_data.tsv"
"__Public/comparative-data/10.1016%2Fj.cortex.2018.09.008_TableS3.tsv","10.1016%2Fj.cortex.2018.09.008_TableS3.tsv"
"__Public/comparative-data/10.1016%2Fj.cortex.2019.04.011_S1.tsv","10.1016%2Fj.cortex.2019.04.011_S1.tsv"
"__Public/comparative-data/10.1016%2Fj.cortex.2019.04.011_Table1.tsv","10.1016%2Fj.cortex.2019.04.011_Table1.tsv"
"__Public/comparative-data/10.1016%2Fj.cub.2004.12.064_Fig2.tsv","10.1016%2Fj.cub.2004.12.064_Fig2.tsv"
