"data_file","data_filename","candidate_script","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_cellnumber.tsv","BarbeitoAndres_etal_2019_cellnumber.tsv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"95;108","94: n3 <- parse_cell(55:69, ""cell_density"", ""cells_per_mg (as published; verify against paper)"") | 95: write_csv_tsv(n2$snapshot, ""BarbeitoAndres_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndres_etal_2019_celldensity_snapshot"") || 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndres_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndres_etal_2019_cellnumber"") | 109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndres_etal_2019_celldensity"")"
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_tidy.csv","BarbeitoAndres_etal_2019_tidy.csv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"110","109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndres_etal_2019_celldensity"") | 110: write_csv_tsv(tidy,                 ""BarbeitoAndres_etal_2019_tidy"") | 111: "
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_tidy.tsv","BarbeitoAndres_etal_2019_tidy.tsv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"110","109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndres_etal_2019_celldensity"") | 110: write_csv_tsv(tidy,                 ""BarbeitoAndres_etal_2019_tidy"") | 111: "
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_volumes_snapshot.csv","BarbeitoAndres_etal_2019_volumes_snapshot.csv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"68","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndres_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>%"
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_volumes_snapshot.tsv","BarbeitoAndres_etal_2019_volumes_snapshot.tsv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"68","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndres_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>%"
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_volumes.csv","BarbeitoAndres_etal_2019_volumes.csv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"68;107","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndres_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>% || 106:  | 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndres_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndres_etal_2019_cellnumber"")"
"BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019_volumes.tsv","BarbeitoAndres_etal_2019_volumes.tsv","BarbeitoAndres_etal_2019/BarbeitoAndres_etal_2019.R","likely writer",FALSE,TRUE,"68;107","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndres_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>% || 106:  | 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndres_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndres_etal_2019_cellnumber"")"
"Barger_etal_2007/Barger_etal_2007_Table1.csv","Barger_etal_2007_Table1.csv","Barger_etal_2007/Barger_etal_2007_TABLE1.R","likely writer",TRUE,TRUE,"27;74","26:  | 27: raw <- read.csv(""Barger_etal_2007_Table1_snapshot.csv"", check.names = FALSE, | 28:                 stringsAsFactors = FALSE, na.strings = c("""", ""NA"")) || 73: # Stephan ""Amygdala"". Species still to reconcile to _keys/Stephan/species_key.csv. | 74: write.csv(clean, ""Barger_etal_2007_Table1.csv"", row.names = FALSE) | 75: "
"__merging_behaviour/behaviour_long.csv","behaviour_long.csv","__merging_behaviour/behaviour_compiled.R","likely writer",TRUE,TRUE,"31;105","30: ## | 31: ## Outputs: behaviour_long.csv, behaviour_wide.csv, behaviour_source_species_ids.csv, and the merged | 32: ## trait table ____EvoM1_TraitTable/behaviour_merged.xlsx for the Shiny app. || 104: ) | 105: readr::write_csv(long, ""behaviour_long.csv"") | 106: readr::write_csv(long |> transmute(source, Domain, Standardized_Term, Species, Value),"
"__merging_behaviour/behaviour_source_species_ids.csv","behaviour_source_species_ids.csv","__merging_behaviour/behaviour_compiled.R","likely writer",TRUE,TRUE,"31;107","30: ## | 31: ## Outputs: behaviour_long.csv, behaviour_wide.csv, behaviour_source_species_ids.csv, and the merged | 32: ## trait table ____EvoM1_TraitTable/behaviour_merged.xlsx for the Shiny app. || 106: readr::write_csv(long |> transmute(source, Domain, Standardized_Term, Species, Value), | 107:                  ""behaviour_source_species_ids.csv"") | 108: "
"__merging_behaviour/behaviour_wide.csv","behaviour_wide.csv","__merging_behaviour/behaviour_compiled.R","likely writer",TRUE,TRUE,"10;31;143","9: ## adds is (a) a within-class dedup for the two classes that have >1 source (vocal, dexterity), and | 10: ## (b) a combined per-species behaviour_wide table for cross-behaviour correlation. | 11: ## || 30: ## | 31: ## Outputs: behaviour_long.csv, behaviour_wide.csv, behaviour_source_species_ids.csv, and the merged | 32: ## trait table ____EvoM1_TraitTable/behaviour_merged.xlsx for the Shiny app. || 142:          Manipulation_complexity, Tool_use, Extractive_foraging, n_domains) | 143: readr::write_csv(wide, ""behaviour_wide.csv"") | 144: "
"Bush_Allman_2004_a/Bush_Allman_2004_a_Table2_snapshot.csv","Bush_Allman_2004_a_Table2_snapshot.csv","Bush_Allman_2004_a/Bush_Allman_2004_a_Table2.R","likely writer",TRUE,TRUE,"33","32: tab <- tab[-1, ]                                   # drop the repeated header row | 33: write.csv(tab, ""Bush_Allman_2004_a_Table2_snapshot.csv"", row.names = FALSE) | 34: "
"Bush_Allman_2004_a/Bush_Allman_2004_a_Table2.csv","Bush_Allman_2004_a_Table2.csv","Bush_Allman_2004_a/Bush_Allman_2004_a_Table2.R","likely writer",TRUE,TRUE,"33;52;57","32: tab <- tab[-1, ]                                   # drop the repeated header row | 33: write.csv(tab, ""Bush_Allman_2004_a_Table2_snapshot.csv"", row.names = FALSE) | 34:  || 51:   source = ""Bush_Allman_2004_a"", stringsAsFactors = FALSE) | 52: write.csv(clean, ""Bush_Allman_2004_a_Table2.csv"", row.names = FALSE) | 53: message(""Bush & Allman 2004a Table 2: "", nrow(clean), "" species written."") || 56: base_dir     <- base | 57: item_name    <- ""Bush_Allman_2004_a_Table2"" | 58: tsv_dir      <- file.path(base_dir, ""__Public/comparative-data/"")"
"__merging_cellcounts/cellcounts_long.csv","cellcounts_long.csv","__merging_cellcounts/cellcounts_compiled.R","likely writer",TRUE,TRUE,"825;829;832;834","824: # Calculate averages and create the new long dataframe | 825: cellcounts_long <- stacked_long_dataframe %>% | 826:   group_by(Species, Variable) %>% || 828:             Source = paste0(unique(Source), collapse = ""_"")) | 829: write_csv(cellcounts_long, ""cellcounts_long.csv"") | 830:  || 831: # Convert to wide dataframe | 832: cellcounts_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Value), Species) | 833: # # keep a record of sources for the datapoints || 833: # # keep a record of sources for the datapoints | 834: # cellcounts_sources_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Source), Species) | 835: write_csv(cellcounts_wide, ""cellcounts_wide.csv"")"
"__ShinyApp/data/cellcounts_long.csv","cellcounts_long.csv","__merging_cellcounts/cellcounts_compiled.R","likely writer",TRUE,TRUE,"825;829;832;834","824: # Calculate averages and create the new long dataframe | 825: cellcounts_long <- stacked_long_dataframe %>% | 826:   group_by(Species, Variable) %>% || 828:             Source = paste0(unique(Source), collapse = ""_"")) | 829: write_csv(cellcounts_long, ""cellcounts_long.csv"") | 830:  || 831: # Convert to wide dataframe | 832: cellcounts_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Value), Species) | 833: # # keep a record of sources for the datapoints || 833: # # keep a record of sources for the datapoints | 834: # cellcounts_sources_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Source), Species) | 835: write_csv(cellcounts_wide, ""cellcounts_wide.csv"")"
"__merging_cellcounts/cellcounts_source_species_ids.csv","cellcounts_source_species_ids.csv","__merging_cellcounts/cellcounts_compiled.R","likely writer",TRUE,TRUE,"361","360: # Save the data frame as a CSV file | 361: write.csv(source_species_ids, ""cellcounts_source_species_ids.csv"", row.names = FALSE) | 362: "
"__merging_cellcounts/cellcounts_unfiltered.csv","cellcounts_unfiltered.csv","__merging_cellcounts/cellcounts_compiled.R","likely writer",TRUE,TRUE,"375;386;387","374: # 4.4 Save a long unfiltered list for conflict check | 375: cellcounts_unfiltered <- lapply(names(cellcounts_data_list), function(source) { | 376:   df_uf <- cellcounts_data_list[[source]] || 385: }) | 386: cellcounts_unfiltered <- bind_rows(cellcounts_unfiltered) | 387: write.csv(cellcounts_unfiltered, file = ""cellcounts_unfiltered.csv"", row.names = FALSE) || 386: cellcounts_unfiltered <- bind_rows(cellcounts_unfiltered) | 387: write.csv(cellcounts_unfiltered, file = ""cellcounts_unfiltered.csv"", row.names = FALSE) | 388: "
"__merging_cellcounts/cellcounts_wide.csv","cellcounts_wide.csv","__merging_cellcounts/cellcounts_compiled.R","likely writer",TRUE,TRUE,"832;835","831: # Convert to wide dataframe | 832: cellcounts_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Value), Species) | 833: # # keep a record of sources for the datapoints || 834: # cellcounts_sources_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Source), Species) | 835: write_csv(cellcounts_wide, ""cellcounts_wide.csv"") | 836: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_dedupe_report.csv","cerebral_metabolic_rate_dedupe_report.csv","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","likely writer",TRUE,TRUE,"151","150:             dropped=paste(sort(unique(Compilation[!keep])),collapse=""; ""), .groups=""drop"") %>% | 151:   arrange(Species,Region,Measure) %>% write_csv(""cerebral_metabolic_rate_dedupe_report.csv"") | 152: D <- F %>% filter(!.row %in% drop_rows)"
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_long.csv","cerebral_metabolic_rate_long.csv","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","likely writer",TRUE,TRUE,"163","162:   arrange(Species,Region,Measure) | 163: write_csv(merged, ""cerebral_metabolic_rate_long.csv"") | 164: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_source_species_ids.csv","cerebral_metabolic_rate_source_species_ids.csv","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","likely writer",TRUE,TRUE,"176","175:                      ifelse(Species_printed==""Macaca"",""generic Macaca kept as Macaca sp."",""""))) %>% | 176:   arrange(Species,Species_printed) %>% write_csv(""cerebral_metabolic_rate_source_species_ids.csv"") | 177: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_unfiltered.csv","cerebral_metabolic_rate_unfiltered.csv","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","likely writer",TRUE,TRUE,"133","132: U %>% select(Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,Value,SD,n,Units,conscious,ref_raw,ref_keys_str) %>% | 133:   arrange(Measure,Species,Region,Compilation) %>% write_csv(""cerebral_metabolic_rate_unfiltered.csv"") | 134: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_wide.csv","cerebral_metabolic_rate_wide.csv","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","likely writer",TRUE,TRUE,"167","166: merged %>% mutate(col=paste0(Region,""__"",Measure)) %>% select(Species,col,Value) %>% | 167:   pivot_wider(names_from=col, values_from=Value) %>% arrange(Species) %>% write_csv(""cerebral_metabolic_rate_wide.csv"") | 168: "
"__merging_cortical_areas/cortical_areas_long.csv","cortical_areas_long.csv","__merging_cortical_areas/cortical_areas_compiled.R","likely writer",TRUE,TRUE,"4;77","3: ## its columns via the stacked standardized-term map, stack to long, summarise to wide. | 4: ## Outputs: cortical_areas_long.csv, cortical_areas_wide.csv, cortical_areas_source_species_ids.csv | 5: suppressWarnings(suppressMessages(library(tidyverse))) || 76:          trait_class = ifelse(Standardized_Term %in% regional_terms, ""regional"", ""whole_cortex"")) | 77: readr::write_csv(long, ""cortical_areas_long.csv"") | 78: "
"__merging_cortical_areas/cortical_areas_wide.csv","cortical_areas_wide.csv","__merging_cortical_areas/cortical_areas_compiled.R","likely writer",TRUE,TRUE,"4;92","3: ## its columns via the stacked standardized-term map, stack to long, summarise to wide. | 4: ## Outputs: cortical_areas_long.csv, cortical_areas_wide.csv, cortical_areas_source_species_ids.csv | 5: suppressWarnings(suppressMessages(library(tidyverse))) || 91:               values_from = value_mean) | 92: readr::write_csv(wide, ""cortical_areas_wide.csv"") | 93: message(""cortical areas: "", nrow(long), "" long rows, "", nrow(wide), "" species"")"
"DeCasien_Higham_2019/DeCasien_gapfill_candidates.csv","DeCasien_gapfill_candidates.csv","DeCasien_Higham_2019/DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","likely writer",FALSE,TRUE,"534;537","533:             n_dec_cells, ref_ids, dec_taxa) | 534: write_csv(gapfill, file.path(dec_dir, paste0(""DeCasien_gapfill_candidates"", merge_suffix, "".csv""))) | 535: message(""DeCasien gap-fill: "", nrow(gapfill), "" species x structure cell(s) with no non-DeCasien "", || 536:         ""merge source -> "", file.path(""DeCasien_Higham_2019"", | 537:         paste0(""DeCasien_gapfill_candidates"", merge_suffix, "".csv""))) | 538: "
"DeCasien_Higham_2019/DeCasien_taxonomy_proposed_changes.csv","DeCasien_taxonomy_proposed_changes.csv","DeCasien_Higham_2019/DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","likely writer",TRUE,TRUE,"18;306;547;586;591","17: ###   DeCasien_vs_merge_comparison.csv | 18: ###   DeCasien_taxonomy_proposed_changes.csv | 19: ###   DeCasien_Higham_2019_FINDINGS.md || 305: ## variant (DeCasien binomial) -> accepted (merge name) pairs adopted from | 306: ## DeCasien_taxonomy_proposed_changes.csv. Applied to the DeCasien species name before the | 307: ## species-agreement test so adopted synonyms count as matches, not taxonomy variants. || 546:   arrange(merge_accepted_name) | 547: write_csv(prop, file.path(dec_dir, paste0(""DeCasien_taxonomy_proposed_changes"", merge_suffix, "".csv""))) | 548:  || 585:   ""(typically our genus-level 'sp.' vs DeCasien's full binomial). Proposed variant->accepted additions"", | 586:   ""to `_keys/Stephan/species_key.csv` are in `DeCasien_taxonomy_proposed_changes.csv` for HUMAN REVIEW;"", | 587:   ""they are NOT applied automatically (taxonomy lumping needs a human check)."", || 590:   ""- `DeCasien_vs_merge_comparison.csv` -- per-cell comparison."", | 591:   ""- `DeCasien_taxonomy_proposed_changes.csv` -- proposed species_key edits (review before applying)."", | 592:   """","
"deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv","deSousa_etal_2010_SupTable2.csv","deSousa_etal_2010/deSousa_etal_2010_SupTable2.R","likely writer",TRUE,TRUE,"15;44;119","14: # The PDF/doc was digitised into a faithful, frozen copy in original layout: | 15: #   deSousa_etal_2010_SupTable2_snapshot.xlsx | 16: # It reproduces the published table exactly: original column headers, taxonomic grouping, || 43: library(readxl) | 44: snap <- read_excel(""deSousa_etal_2010_SupTable2_snapshot.xlsx"", skip = 2)  # row 1 title, row 2 blank | 45: # keep species + the 8 measure columns; drop the 7 taxonomic-hierarchy columns || 118:              ""source"",""correction"")] | 119: write.csv(df, ""deSousa_etal_2010_SupTable2.csv"", row.names = FALSE) | 120: "
"DosSantos_etal_2017/DosSantos_etal_2017_TableS1_snapshot.csv","DosSantos_etal_2017_TableS1_snapshot.csv","DosSantos_etal_2017/DosSantos_etal_2017_TableS1.R","likely writer",TRUE,TRUE,"54","53: # Save it as snapshot | 54: write.csv(sheetfromtxt, file = ""DosSantos_etal_2017_TableS1_snapshot.csv"", row.names = FALSE) | 55: "
"DosSantos_etal_2017/DosSantos_etal_2017_TableS1.csv","DosSantos_etal_2017_TableS1.csv","DosSantos_etal_2017/DosSantos_etal_2017_TableS1.R","likely writer",FALSE,TRUE,"54","53: # Save it as snapshot | 54: write.csv(sheetfromtxt, file = ""DosSantos_etal_2017_TableS1_snapshot.csv"", row.names = FALSE) | 55: "
"DosSantos_etal_2020/DosSantos_etal_2020_comparison_report.csv","DosSantos_etal_2020_comparison_report.csv","DosSantos_etal_2020/DosSantos_etal_2020_Table1_check.R","likely writer",TRUE,TRUE,"25;123;156","24: #   5. Cross-checks whole-brain and cortex neuron counts against Herculano-Houzel et al. 2015. | 25: #   OUTPUT: DosSantos_etal_2020_comparison_report.csv  (+ printed summaries) | 26: # ===================================================================================== || 122: write_csv(comparison %>% select(Species = sp2, Structure, Measure, published, unpublished, pct_diff, flag), | 123:           paste0(folder, ""DosSantos_etal_2020_comparison_report.csv"")) | 124:  || 155:  | 156: cat(""\nWrote "", paste0(folder, ""DosSantos_etal_2020_comparison_report.csv""), ""\n"") | 157: cat(""See DosSantos_etal_2020_comparison_summary.md for the narrative summary.\n"")"
"DosSantos_etal_2020/DosSantos_etal_2020_crosssource_check.csv","DosSantos_etal_2020_crosssource_check.csv","DosSantos_etal_2020/DosSantos_etal_2020_Table1_check.R","likely writer",TRUE,TRUE,"214;223","213:   arrange(desc(abs(pub_vs_ext_pct))) | 214: write_csv(crosssource, paste0(folder, ""DosSantos_etal_2020_crosssource_check.csv"")) | 215:  || 222:   group_by(Structure) %>% summarise(n = n(), median_abs_pct = median(abs(unpub_vs_ext_pct))) %>% as.data.frame() %>% print() | 223: cat(""\nWrote "", paste0(folder, ""DosSantos_etal_2020_crosssource_check.csv""), ""\n"")"
"__energetics_comparison/energetics_long.csv","energetics_long.csv","__energetics_comparison/energetics_comparison.R","likely writer",TRUE,TRUE,"61;73;99","60: energetics <- bind_rows(heiss, kauf) %>% arrange(measure, species, region) | 61: write_csv(energetics, file.path(outdir, ""energetics_long.csv"")) | 62:  || 72:   ""Common measures across the energetics papers: **CMRgl** (glucose), **CMRO2** (oxygen), **CBF** (blood flow)."", | 73:   ""Output: `energetics_long.csv` (schema: reference, species, region, measure, value, units, weighting)."", | 74:   """", || 98: writeLines(findings, file.path(outdir, ""ENERGETICS_FINDINGS.md"")) | 99: message(""energetics_long.csv rows: "", nrow(energetics), | 100:         "" | refs: "", paste(unique(energetics$reference), collapse="",""))"
"__energetics_comparison/energetics_merged_long.csv","energetics_merged_long.csv","__energetics_comparison/energetics_merged.R","likely writer",TRUE,TRUE,"117;141","116:   arrange(Species, Region, Measure) | 117: write_csv(merged_long, ""energetics_merged_long.csv"") | 118:  || 140:   """", | 141:   ""## Schema (`energetics_merged_long.csv`)"", | 142:   ""`Species, Region, Measure, Units, Value, Teams, n_teams, Volume_term`"","
"__energetics_comparison/energetics_merged_wide.csv","energetics_merged_wide.csv","__energetics_comparison/energetics_merged.R","likely writer",TRUE,TRUE,"125","124:   arrange(Species) | 125: write_csv(merged_wide, ""energetics_merged_wide.csv"") | 126: "
