Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Bulbus_olfactorius,main olfactory bulb,Bulbus_olfactorius,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 11,
Bulbus_olfactorius_accessorius,accessory olfactory bulb,Bulbus_olfactorius_accessorius,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 12,
Lobus_piriformis,piriform lobe including palaeocortex (29) and amygdala (30) but excluding schizocortex (16),Lobus_piriformis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 13,Table IV-VI footnote 13
Septum,"septum including septum pellucidum, septum verum, the whole diagonal band of Broca, and bed nuclei of the anterior commissure and stria terminalis",Septum,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 14,Table IV-VI footnote 14
Striatum,"striatum including caudate, putamen, nucleus accumbens, and internal-capsule portions running through the striatum; excludes pallidum",Striatum,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 15,Table IV-VI footnote 15
Schizo_cortex,"schizocortex: entorhinal, perirhinal, presubicular and parasubicular cortices plus underlying white matter",Schizo_cortex,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 16,Table IV-VI footnote 16
Hippocampus,"retro-/postcommissural, supra- and precommissural hippocampus",Hippocampus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 17,Table IV-VI footnote 17
Neocortex,"neocortex including underlying white matter, corpus callosum, and insular/subgenual/cingular/retrosplenial transitional cortices",Neocortex,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 18 (NeoWG),Table IV-VI footnote 18
Epithalamus,epithalamus,Epithalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 19,
Thalamus,thalamus,Thalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 20,
Hypothalamus,hypothalamus,Hypothalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 21,
Subthalamus,subthalamus (= pallidum + n. subthalamicus),Subthalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 22,
Pallidum,pallidum,Pallidum,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 23,
Nucleus_subthalamicus,nucleus subthalamicus,Nucleus_subthalamicus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 24,
Capsula_interna,internal capsule,Capsula_interna,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 25,
Tractus_opticus,optic tract,Tractus_opticus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 26,
Area_striata,area striata (primary visual cortex) including underlying white matter,Area_striata,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 27; not equivalent to area-striata grey matter,Table IX footnote 27
Corpus_geniculatum_laterale,lateral geniculate body,Corpus_geniculatum_laterale,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 28,
Palaeocortex,"palaeocortex including retrobulbar cortex (anterior olfactory nucleus), prepiriform cortex, lateral/medial/internal olfactory tracts, anterior commissure, olfactory tubercle, substantia innominata, and basal nucleus of Meynert",Palaeocortex,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 29,Table X-XI footnote 29
Amygdala,amygdala,Amygdala,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 30,
Complexus_centromedialis,"centromedial amygdaloid complex: central and medial nuclei plus anterior amygdaloid area including nucleus of lateral olfactory tract; intercalated masses assigned here",Complexus_centromedialis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 31,Table X-XI footnote 31
Nucleus_tractus_olfactorius,nucleus of the olfactory tract,Nucleus_tractus_olfactorius,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 32,
Complexus_corticobasolateralis,"corticobasolateral amygdaloid complex: lateral, cortical and basal nuclei; basal includes accessory, magnocellular and parvocellular parts",Complexus_corticobasolateralis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 33,Table X-XI footnote 33
Nucleus_amygdalae_basalis_pars_magnocellularis,"basal amygdaloid nucleus, magnocellular part",Nucleus_amygdalae_basalis_pars_magnocellularis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 34,
Complexus_vestibularis,vestibular nuclear complex,Complexus_vestibularis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 35,
Nucleus_vestibularis_superior,superior vestibular nucleus,Nucleus_vestibularis_superior,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 36,
Nucleus_vestibularis_lateralis,lateral vestibular nucleus,Nucleus_vestibularis_lateralis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 37,
Nucleus_vestibularis_medialis,medial vestibular nucleus,Nucleus_vestibularis_medialis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 38,
Nucleus_vestibularis_descendens,descending vestibular nucleus,Nucleus_vestibularis_descendens,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 39,
Nucleus_septalis_triangularis,triangular septal nucleus,Nucleus_septalis_triangularis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 40,
Corpus_subfornicale,subfornical organ,Corpus_subfornicale,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 41,
Nucleus_habenularis_medialis,medial habenular nucleus,Nucleus_habenularis_medialis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 42,
Corpus_pineal,pineal body,Corpus_pineal,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 43,
Corpus_subcommissurale,subcommissural organ,Corpus_subcommissurale,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_TablesI-VI,Stephan code 44,
n (range),number of individuals for the structures in that code range,,,n,,,Stephan_etal_1981_TablesI-VI,"one n per code-range sub-table (1-18, 19-26, 27-28, 29-34, 35-39, 40-44)",
