Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Neocortex,neocortex incl. white matter & corpus callosum (NeoWG),Neocortex,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 18,
Epithalamus,epithalamus,Epithalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 19,
Thalamus,thalamus,Thalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 20,
Hypothalamus,hypothalamus,Hypothalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 21,
Subthalamus,subthalamus (= pallidum + n. subthalamicus),Subthalamus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 22,
Pallidum,pallidum,Pallidum,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 23,
Nucleus_subthalamicus,nucleus subthalamicus,Nucleus_subthalamicus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 24,
Capsula_interna,internal capsule,Capsula_interna,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 25,
Tractus_opticus,optic tract,Tractus_opticus,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 26,
Area_striata,area striata (primary visual cortex),Area_striata,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 27,
Corpus_geniculatum_laterale,lateral geniculate body,Corpus_geniculatum_laterale,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 28,
Palaeocortex,palaeocortex,Palaeocortex,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 29,
Amygdala,amygdala,Amygdala,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 30,
Complexus_centromedialis,centromedial amygdaloid complex,Complexus_centromedialis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 31,
Nucleus_tractus_olfactorius,nucleus of the olfactory tract,Nucleus_tractus_olfactorius,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 32,
Complexus_corticobasolateralis,corticobasolateral amygdaloid complex,Complexus_corticobasolateralis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 33,
Nucleus_amygdalae_basalis_pars_magnocellularis,"basal amygdaloid nucleus, magnocellular part",Nucleus_amygdalae_basalis_pars_magnocellularis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 34,
Complexus_vestibularis,vestibular nuclear complex,Complexus_vestibularis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 35,
Nucleus_vestibularis_superior,superior vestibular nucleus,Nucleus_vestibularis_superior,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 36,
Nucleus_vestibularis_lateralis,lateral vestibular nucleus,Nucleus_vestibularis_lateralis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 37,
Nucleus_vestibularis_medialis,medial vestibular nucleus,Nucleus_vestibularis_medialis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 38,
Nucleus_vestibularis_descendens,descending vestibular nucleus,Nucleus_vestibularis_descendens,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 39,
Nucleus_septalis_triangularis,triangular septal nucleus,Nucleus_septalis_triangularis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 40,
Corpus_subfornicale,subfornical organ,Corpus_subfornicale,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 41,
Nucleus_habenularis_medialis,medial habenular nucleus,Nucleus_habenularis_medialis,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 42,
Corpus_pineal,pineal body,Corpus_pineal,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 43,
Corpus_subcommissurale,subcommissural organ,Corpus_subcommissurale,Vol.mm3,,primary,"Insectivora, Scandentia & Primates",Stephan_etal_1981_Table1,Stephan code 44,
n (range),number of individuals for the structures in that code range,,,n,,,Stephan_etal_1981_Table1,"one n per code-range sub-table (1-18, 19-26, 27-28, 29-34, 35-39, 40-44)",
